video_id,title,published_at,duration_raw,duration_sec,view_count,like_count,comment_count,category_id,category_name,channel_id,channel_title,hour,weekday,is_weekend,is_short,like_view_ratio,comment_view_ratio,n_positive,n_negative,n_neutral,n_comments_sampled,ratio_positive,ratio_negative,ratio_neutral
lmvypB8OFm8,Organza Jimmy choo saree draping steps|#saree_draping_guide #fashion,2024-05-17 08:04:01+00:00,PT1M,60.0,25605974,417784.0,541.0,26,Howto & Style,UCwSbwD0vMDNMsGiR22hVZQw,GLAMBEAUTYY'S,8,4,0,1,0.016315880036432123,2.1127882110635587e-05,91,0,349,440,0.20681818181818182,0.0,0.7931818181818182
Ec0Z1v7jKDQ,NewJeans (뉴진스) ‘How Sweet’ Performance Video | Coke Studio,2024-05-24 15:00:01+00:00,PT3M48S,228.0,25562689,375374.0,13200.0,10,Music,UCMki_UkHb4qSc0qyEcOHHJw,NewJeans,15,4,0,0,0.014684448885639535,0.0005163776001812642,110,5,385,500,0.22,0.01,0.77
6FIaJZJv9f0,The inspo for the dress🤚🏻 #model #fashion #runway #ootd #shorts,2024-10-27 04:09:14+00:00,PT20S,20.0,25446852,1061422.0,680.0,22,People & Blogs,UC6oqEboBLHJz1jUo-8nl5NA,Fashion Voguish,4,6,1,1,0.04171132837963611,2.6722362357434232e-05,35,13,428,476,0.07352941176470588,0.0273109243697479,0.8991596638655462
bJyS9qkhS0w,"Minecraft, But Anything You Build You Turn Into…",2024-06-02 05:21:23+00:00,PT58S,58.0,25444775,532229.0,2124.0,20,Gaming,UC_WyXJkQH4ZytSn3EufdHNA,dayta,5,6,1,1,0.020917025204585223,8.347489808811435e-05,26,8,466,500,0.052,0.016,0.932
crMgOc4JbnE,Tragic moments 😭 #2,2024-05-01 15:07:09+00:00,PT33S,33.0,25386822,1373433.0,7836.0,17,Sports,UCj5fjg5xArF1WEaTmSJPE4Q,Futbalgamerz,15,2,0,1,0.05410023357787753,0.0003086640777644402,53,25,422,500,0.106,0.05,0.844
6vOm3gWQinQ,JENNIE - Mantra MV Rehearsal,2024-10-15 03:00:08+00:00,PT2M34S,154.0,25232609,729160.0,21362.0,10,Music,UCNYi_zGmR519r5gYdOKLTjQ,JENNIE,3,1,0,0,0.0288975270056299,0.0008466029018243813,170,6,324,500,0.34,0.012,0.648
GxkcBCXFjrM,교수님의 설명이 틀렸습니다?!,2024-03-09 11:00:12+00:00,PT55S,55.0,25211497,261946.0,6166.0,28,Science & Technology,UCMc4EmuDxnHPc6pgGW-QWvQ,안될과학 Unrealscience,11,5,1,1,0.01038994233464201,0.00024457095903507835,20,2,478,500,0.04,0.004,0.956
JAUBkAzXWmY,신전떡볶이 먹방 49초,2024-03-05 11:00:14+00:00,PT50S,50.0,24863868,633774.0,4313.0,24,Entertainment,UCc7v5yYC_mviB1_fLuB-GRw,MINEE EATS,11,1,0,1,0.025489758874202517,0.00017346456311624563,54,1,445,500,0.108,0.002,0.89
FlNxa-XD11U,P1Harmony (피원하모니) - '때깔 (Killin' It)' MV,2024-02-05 09:02:04+00:00,PT3M36S,216.0,24815837,435961.0,15370.0,24,Entertainment,UCZECMCJJJE47ei170XCXgdA,FNCEnt,9,0,0,0,0.017567853947461052,0.0006193625465866818,161,15,324,500,0.322,0.03,0.648
iX6iWMy2YCg,Korean Convenience Store Food Mukbang 열라면 불닭볶음면 편의점 음식 먹방 DONA 도나,2024-06-14 03:00:24+00:00,PT8M13S,493.0,24786166,75487.0,1352.0,24,Entertainment,UCTheFErn4MureanSiqgKIag,DONA 도나,3,4,0,0,0.0030455295102921527,5.454655633307709e-05,45,0,455,500,0.09,0.0,0.91
Z1mz7zxlyyE,디저트티니핑들이 춘다!💖 2024 수능금지곡 ‘헤이쥬-따따따송'✨🎶,2024-04-05 03:00:29+00:00,PT47S,47.0,24699408,275947.0,0.0,1,Film & Animation,UCtm_ppWxsfRzxaYXMA2bqMw,티니핑TV,3,4,0,1,0.011172211091051251,0.0,0,0,0,0,0.0,0.0,0.0
pg1S5vG9CYE,눈빛이 다 말해주는 무대,2024-01-10 12:50:47+00:00,PT23S,23.0,24641462,,1984.0,10,Music,UCg86gCCgZGWkoHk8c015cQQ,때잉,12,2,0,1,,8.051470322661862e-05,85,9,406,500,0.17,0.018,0.812
6Uu86DP0Igo,"""Demons"" - A Minecraft Music Video ♪",2024-06-27 12:00:06+00:00,PT4M49S,289.0,24602809,213119.0,9124.0,10,Music,UCIGl_6GmKR7fPRBBDDRcR0Q,Rainimator,12,3,0,0,0.00866238485207116,0.00037085196247306555,107,28,365,500,0.214,0.056,0.73
PYjYZQ5qx7E,10 MINUTOS INSÓLITOS en MAR DEL PLATA entre ALDOSIVI y SAN TELMO,2024-10-26 21:26:20+00:00,PT57S,57.0,24596922,463279.0,792.0,17,Sports,UC72ZaBKI-Bo5fjmWEYonhJw,TyC Sports,21,5,1,1,0.01883483632626879,3.219915077179169e-05,2,6,492,500,0.004,0.012,0.984
fQ84rvbfa08,[LIVE] 이창섭 - 천상연 (선녀외전 OST) 라이브 (Full. ver),2024-02-21 09:00:27+00:00,PT4M35S,275.0,24570497,66738.0,4296.0,10,Music,UCve0b6qhfxTpKeqzZ4u0MjQ,TOON STUDIO,9,2,0,0,0.002716184373478485,0.000174843838120165,97,3,400,500,0.194,0.006,0.8
V48g8-xzWeY,너무 더워 🥵 핑크퐁의 여름간식 먹방 #핑크퐁 #먹방 #mukbang,2024-08-14 10:00:25+00:00,PT14S,14.0,24300868,272517.0,0.0,24,Entertainment,UCqXwKu6dKobXEQFhdKtiJLQ,핑크퐁 (인기 동요・동화),10,2,0,1,0.011214290781711996,0.0,0,0,0,0,0.0,0.0,0.0
pPJfWhtzfbY,epic gaming minecraft i love minecraft,2024-07-11 15:00:56+00:00,PT1M,60.0,24284306,1155361.0,6202.0,24,Entertainment,UCiZ2z8F8ilr6SC7lOaxAQ4g,camman18,15,3,0,1,0.04757644710950356,0.00025539128027788813,32,8,460,500,0.064,0.016,0.92
uyCenBQ9PY8,Manny Machado was left speechless by this Aroldis Chapman 104.7 MPH fastball 😮,2024-08-08 01:38:55+00:00,PT13S,13.0,24063691,426019.0,10807.0,17,Sports,UCoLrcjPV5PbUrUyXq5mjc_A,MLB,1,3,0,1,0.017703809444694085,0.00044909984922928076,176,7,317,500,0.352,0.014,0.634
pF507BLtbqU,💰【24hrs LIVE】SET iNEWS 台灣新聞台｜台灣財經新聞直播｜最新即時股市匯率｜Taiwan Business News Live｜台湾経済ニュース｜대만 경제 뉴스,2024-07-08 07:02:26+00:00,P0D,,23859319,16311.0,0.0,25,News & Politics,UCoNYj9OFHZn3ACmmeRCPwbA,三立iNEWS,7,0,0,0,0.0006836322528736046,0.0,0,0,0,0,0.0,0.0,0.0
Ch80FgtPXBM,His Sportsmanship Won everyone heart. #badminton #youtube #youtubeshorts #sports,2024-09-16 18:32:46+00:00,PT50S,50.0,23847241,896175.0,4449.0,17,Sports,UClI-JpgrN96sKFwHN6pNzrg,This Is Badminton,18,0,0,1,0.037579818981994605,0.00018656246229909783,109,22,369,500,0.218,0.044,0.738
CzEax2SHlcU,짜계치 대량생산😉 #청담언니 #요리하는메이크업아티스트 #shorts,2024-03-29 12:57:16+00:00,PT54S,54.0,23414194,837135.0,2380.0,22,People & Blogs,UCWUs7iRHBk3p0YQ85Ae7OXg,청담언니,12,4,0,1,0.03575331271279293,0.00010164774409915626,73,4,423,500,0.146,0.008,0.846
Dj2jioqD-Hw,He was arrested for this 😬 #shorts,2024-03-19 23:00:07+00:00,PT19S,19.0,23344082,872741.0,34011.0,17,Sports,UCLzocFrP98gfI5W2LD7Ux-w,CBS Sports College Football,23,1,0,1,0.03738596360310934,0.0014569431344526635,58,52,390,500,0.116,0.104,0.78
qrestgzNF6U,EVIL MIKEY vs The Most Secure House - Minecraft,2024-03-05 11:00:47+00:00,PT21M36S,1296.0,23192273,64719.0,2279.0,20,Gaming,UCJHBJ7F-nAIlMGolm0Hu4vg,Maizen,11,1,0,0,0.0027905414876756582,9.826548695766043e-05,100,5,395,500,0.2,0.01,0.79
obUjIb_xX_s,Having a SLIME FAMILY!,2024-03-13 20:37:27+00:00,PT29S,29.0,23159578,467603.0,1949.0,20,Gaming,UCzYfz8uibvnB7Yc1LjePi4g,Aphmau,20,2,0,1,0.020190480154690212,8.415524669750027e-05,178,4,318,500,0.356,0.008,0.636
AZ33GFsLg3U,Steve Policeman vs Prisoners,2024-06-09 09:00:07+00:00,PT34S,34.0,22910788,976529.0,363.0,1,Film & Animation,UCk7nabZfsy7PV-tU9H1tzEg,Realistic Craft,9,6,1,1,0.04262310838020936,1.584406437700877e-05,3,2,265,270,0.011111111111111112,0.007407407407407408,0.9814814814814815
UWq073W43Ec,Did you know this shopping secret? 🤫 #fashionhack #shoppinghack #fashion #zara,2024-06-14 16:45:52+00:00,PT13S,13.0,22832907,536149.0,2691.0,26,Howto & Style,UC5o1e1-bzjspkUTltebhqUQ,Swealife,16,4,0,1,0.023481416536229923,0.0001178562151547326,41,18,441,500,0.082,0.036,0.882
mMxEX3eNMlk,[모바일게임] 샌드위치 재료를 모아 달려요! Sandwich Runner,2024-09-05 08:00:34+00:00,PT12M1S,721.0,22757077,360.0,22.0,20,Gaming,UCUPa-gJcbYG9Ql8b9H9FBbg,랄라TV,8,3,0,0,1.581925481906134e-05,9.667322389426374e-07,4,0,15,19,0.21052631578947367,0.0,0.7894736842105263
aq3awLnXCY0,Inside Kim Kardashian’s Dream Met Gala Look #kimkardashian #fashion #model #beauty #beautiful,2024-05-08 13:03:01+00:00,PT47S,47.0,22703422,759553.0,7202.0,26,Howto & Style,UCPbWlKrJy3xN-UyXsYTpXFw,Fashion Frenzy,13,2,0,1,0.0334554412105805,0.00031722090176538144,60,25,415,500,0.12,0.05,0.83
WW2aJfh2a1w,Milky Tuition Part-8 #comedy #richakka #shorts,2024-07-01 00:00:12+00:00,PT58S,58.0,22564016,269749.0,146.0,23,Comedy,UCjZQyGJeZv68zMIJOXk0vmA,Pravallika_Richh akka,0,0,0,1,0.011954831090352001,6.470479368566305e-06,12,1,96,109,0.11009174311926606,0.009174311926605505,0.8807339449541285
oY3z5samcGU,Dumbest Fashion Trends In History,2024-09-22 17:15:02+00:00,PT54S,54.0,22540695,915972.0,4577.0,24,Entertainment,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,17,6,1,1,0.040636369020564805,0.00020305496347827786,79,54,367,500,0.158,0.108,0.734
fZbMxIQjjbM,Bobby & Sunny Deol Tell Kapil Sharma HILARIOUS Childhood Stories! 🤣🔥 #TheGreatIndianKapilShow,2024-05-23 05:30:11+00:00,PT59S,59.0,22448747,869466.0,655.0,24,Entertainment,UCim0ZIz8SAQGPvg4mJHG3JA,Netflix India Shorts,5,3,0,1,0.03873115947184046,2.9177575033475143e-05,58,9,433,500,0.116,0.018,0.866
zU-zewx1psE,CUANDO TE BAÑAS #minecraft #shorts #minecraftshorts,2024-11-17 18:42:09+00:00,PT26S,26.0,22391293,738602.0,2080.0,27,Education,UCLZefG8N0Si_GUxIAwji6uQ,MrDuarte XD,18,6,1,1,0.032986125455104355,9.289325096143399e-05,2,0,498,500,0.004,0.0,0.996
DmUvqSNA7_Y,Making A HOMEMADE Baseball Bat ⚾️,2024-02-20 12:20:24+00:00,PT19S,19.0,22286618,1033629.0,2507.0,17,Sports,UCblfuW_4rakIf2h6aqANefA,Red Bull,12,1,0,1,0.04637890773736957,0.00011248902816928078,59,18,423,500,0.118,0.036,0.846
6sE42cAGzW8,the emergency fashion trend but im actually filipino 🇵🇭,2024-08-13 16:44:12+00:00,PT11S,11.0,22054925,1345257.0,6221.0,26,Howto & Style,UCTeNpbcaDZWZiCPziLWkOYw,Nava Rose,16,1,0,1,0.06099576398468823,0.00028206851757600626,112,6,382,500,0.224,0.012,0.764
9aDWhUJdYDk,Minecraft – Shape Your World,2024-05-01 15:00:07+00:00,PT1M39S,99.0,22037074,158158.0,6419.0,20,Gaming,UC1sELGmy5jp5fQUugmuYlXQ,Minecraft,15,2,0,0,0.007176905609156642,0.0002912818643709233,112,15,373,500,0.224,0.03,0.746
iYudzY9KDto,Alvaro tersesat di hutan #keripikkentangmasboy #shorts #fyp #comedy #humor #ytshorts,2024-11-22 00:00:33+00:00,PT1M,60.0,21997543,221018.0,0.0,24,Entertainment,UCWXt4OFWtIEqfv7o1I11MXw,Keripik kentang Mas boy,0,4,0,1,0.010047394838596293,0.0,0,0,0,0,0.0,0.0,0.0
k31cRkNpbII,"Blood 🩸 on wedding👰‍♀️ dress 😮This look from Robert Wun SS Haute Couture 24, #fashion",2024-02-03 15:01:28+00:00,PT29S,29.0,21938160,1526156.0,7410.0,26,Howto & Style,UCdHzZv2lphusQtcPHKLRASQ,The Carpet Critic,15,5,1,1,0.06956627173837733,0.00033776761588027434,152,8,340,500,0.304,0.016,0.68
E2LlaFXJol0,TITAN TVMAN AND HEROBRINE ALL EPISODE 2025 - MINECRAFT ANIMATION,2024-04-05 09:45:00+00:00,PT27M6S,1626.0,21926891,112464.0,865.0,20,Gaming,UCN7Bzp6CxqY2VKYEkcC9csw,Enwai Craft,9,4,0,0,0.0051290445143363,3.9449277145583475e-05,19,1,480,500,0.038,0.002,0.96
-BX7ldTzUmo,청룡영화상 씹어먹은 이찬혁,2024-12-23 12:39:56+00:00,PT37S,37.0,21868290,284646.0,7907.0,10,Music,UCZnvKFeMwvstJBElS4ckGGA,재생,12,0,0,1,0.0130163812534039,0.0003615737673133107,58,1,441,500,0.116,0.002,0.882
GTxYnmeHo10,i Found Scariest CATNAP 😱 in Minecraft | Minecraft Horror |,2024-11-23 11:07:18+00:00,PT14M38S,878.0,21858646,43120.0,230.0,20,Gaming,UCA4sF2INOBVv2aNglhNjNNA,RICH CRAFTS,11,5,1,0,0.0019726747942210143,1.0522152195520254e-05,6,0,93,99,0.06060606060606061,0.0,0.9393939393939394
kay2Eh0gmFA,교체 아웃되고 빡친 양팀 선수,2024-05-15 02:57:14+00:00,PT22S,22.0,21837758,145677.0,996.0,17,Sports,UC96hqcoQ69xPUTXeBfu6e7g,프로직관러,2,2,0,1,0.0066708771111027056,4.560907763516749e-05,3,16,481,500,0.006,0.032,0.962
Ek5D1rMlm6U,I Almost Died to a Villager,2024-01-12 15:00:11+00:00,PT54S,54.0,21794313,1282620.0,7287.0,24,Entertainment,UCGW5zIEencf7p6IncKLFtuA,Wunba,15,4,0,1,0.05885113240320996,0.00033435327830705195,38,16,446,500,0.076,0.032,0.892
YvNLTFZLJEE,Huggy Wuggy VS Security House - Minecraft,2024-08-11 08:46:50+00:00,PT21M10S,1270.0,21738440,137809.0,3226.0,20,Gaming,UCJHBJ7F-nAIlMGolm0Hu4vg,Maizen,8,6,1,0,0.006339415339831193,0.00014840071320665145,167,2,331,500,0.334,0.004,0.662
9WWnmL_u-2o,Minecraft,2024-12-03 09:49:47+00:00,PT11S,11.0,21650978,,2607.0,20,Gaming,UCYyC_ZCpMAYphuucNb1MsdQ,Power Studios,9,1,0,1,,0.00012041026506978114,17,7,476,500,0.034,0.014,0.952
f551mSubPUg,🍜안성열라면 9봉지 🥓대패삼겹살 5인분 먹방,2024-10-01 13:13:32+00:00,PT57S,57.0,21632975,665287.0,8074.0,24,Entertainment,UCPVENfTGbgD-CUuvrN7rRGQ,상해기SangHyuk,13,1,0,1,0.030753375344815034,0.00037322652108644325,58,2,440,500,0.116,0.004,0.88
KGBGXZTQ_KI,"Minecraft, But Its Actually One Block",2024-12-15 20:33:47+00:00,PT35M27S,2127.0,21539527,564797.0,15505.0,20,Gaming,UC9OABighzB6Qr5OAOm5RLdA,Beppo,20,6,1,0,0.026221420739647627,0.0007198393910878358,90,21,389,500,0.18,0.042,0.778
pL6bWO68_AE,Some of MLB's funniest moments 😂 #mlb #baseball #summer,2024-02-27 02:00:30+00:00,PT48S,48.0,21435038,555608.0,747.0,17,Sports,UCiWLfSweyRNmLpgEHekhoAg,ESPN,2,1,0,1,0.02592055120219521,3.484948335524294e-05,82,24,394,500,0.164,0.048,0.788
gh-QcA3OqH8,She was forced to wear heels at the age of 14😍😍😍#zendaya #lawroach #fashion#heels,2024-11-17 19:43:54+00:00,PT28S,28.0,21337804,793641.0,,22,People & Blogs,UCqHtHTOPReBYQW5zVQ29wRw,AYIMAA,19,6,1,1,0.037194127380680786,,0,0,0,0,0.0,0.0,0.0
lNGgHRQKDAA,this beauty secret painfully works! 🤩 | beauty tips #youtubeshort #beauty #skincare,2024-04-17 09:00:41+00:00,PT57S,57.0,21259838,578491.0,2099.0,26,Howto & Style,UCSYMpUuuzE1xsPqAl3Yt8ag,Doro Cubillo,9,2,0,1,0.027210508377345115,9.873076173016935e-05,44,13,443,500,0.088,0.026,0.886
V40NFrSWB54,ASMR DELICIOUS EMOJI FOOD 이모지 먹방 (sped up),2024-06-16 13:35:00+00:00,PT42S,42.0,21250996,693682.0,2663.0,22,People & Blogs,UCDtz84R5bn4fY8AgHuouojg,당비 Dangbee EATING,13,6,1,1,0.03264232885837445,0.00012531177362228106,50,1,449,500,0.1,0.002,0.898
9O0HyBhG9OY,Hema Malini Birthday Celebration #hemamalini #dharmendra #birthday @Extrafilmy,2024-05-11 09:03:49+00:00,PT36S,36.0,21192211,363416.0,1032.0,24,Entertainment,UCTO3tD_PrE87wtv4No-TRLA,Extra Filmy,9,5,1,1,0.017148564630656046,4.869713688675523e-05,245,1,254,500,0.49,0.002,0.508
si4u9GvclGU,Finally cutting the narrow dress!! #fashion #dress,2024-02-24 19:28:40+00:00,PT46S,46.0,21051420,880797.0,1537.0,22,People & Blogs,UC0HrWC97JU_Io5h5oLL0K7g,Alaa,19,5,1,1,0.04184026540727419,7.301170182343994e-05,203,9,288,500,0.406,0.018,0.576
7y3Au1KiUd8,World's *FUNNIEST* Minecraft Memes,2024-11-30 15:15:01+00:00,PT12M34S,754.0,20936011,85241.0,4267.0,20,Gaming,UCJZam2u1G0syq3kyqrCXrNw,PrestonPlayz,15,5,1,0,0.0040715014909000575,0.00020381150926984134,58,21,421,500,0.116,0.042,0.842
NKOLlEnMqWo,all my fellas...golem? - Minecraft Animation,2024-02-19 10:39:14+00:00,PT30S,30.0,20779571,757331.0,492.0,20,Gaming,UCwfQlDSdOx--1QbTqcR-MVg,VW,10,0,0,1,0.0364459401014583,2.367710093726189e-05,12,2,332,346,0.03468208092485549,0.005780346820809248,0.9595375722543352
sNYW4GE8jgk,The knight who can't die and the silk cradle,2024-03-20 09:03:07+00:00,PT4M9S,249.0,20732754,70092.0,397.0,10,Music,UC_XwAL54oPW1027oqFz2kog,LUCY - Topic,9,2,0,0,0.003380737551798473,1.9148445016035978e-05,0,0,0,0,0.0,0.0,0.0
QS6yRUJG_Cg,손흥민 스피드 보고 가세요~#손흥민#sonny#heungminson#축구직관#축구국가대표,2024-06-11 13:47:40+00:00,PT12S,12.0,20723849,474234.0,2470.0,17,Sports,UC80dSgK3UwR0bHxAA0Sofog,꼰대가르숑,13,1,0,1,0.022883490417248263,0.00011918635384768534,60,5,435,500,0.12,0.01,0.87
IR2G5OFe9CU,🏢 Singing 'APT.(아파트)' in 5 languages❓ @roses_are_rosie #multilingual #ChaDabin,2024-10-29 10:31:38+00:00,PT20S,20.0,20704591,545700.0,8901.0,10,Music,UCv50vqaNYubTfuOvvH1cuAg,Cha Dabin,10,1,0,1,0.026356473305847963,0.00042990465254783347,66,0,434,500,0.132,0.0,0.868
g3dYM7MZsrc,Бывший муж Mary Gu 😉 #тнт #shorts #юмор #камедиклаб #воля #харламов #MaryGu #свадьба #мэригу #песни,2024-09-08 07:00:20+00:00,PT53S,53.0,20615304,323775.0,1002.0,23,Comedy,UCsIEFXNO4bxh0hW3-_z2-0g,Comedy Club,7,6,1,1,0.01570556514713535,4.86046676779542e-05,0,0,500,500,0.0,0.0,1.0
RX6GUtpWtII,ASMR SPICY TTEOKBOKKI EMOJI FOOD 떡볶이 이모지 먹방 (sped up),2024-06-15 13:35:00+00:00,PT51S,51.0,20585167,741170.0,3045.0,22,People & Blogs,UCDtz84R5bn4fY8AgHuouojg,당비 Dangbee EATING,13,5,1,1,0.03600505159856124,0.00014792204503368857,57,1,442,500,0.114,0.002,0.884
pECQBERGj7o,매콤한 짜장 문어 🐙 해물 짜장면 먹방 (with. 아기손님😭) Jjajang Octopus Seafood Boil Mukbang ASMR Ssoyoung,2024-11-20 09:01:01+00:00,PT13M58S,838.0,20523925,89836.0,3432.0,24,Entertainment,UC4PpFUrfT2Pou7OwpVF0MUQ,쏘영 Ssoyoung,9,2,0,0,0.00437713546507308,0.00016721947678136615,181,3,316,500,0.362,0.006,0.632
oBU2c1Menmg,EU no MUNDO do MINECRAFT !! (Experiência CCXP 2024) #shorts,2024-12-05 16:00:42+00:00,PT1M,60.0,20464673,501494.0,624.0,20,Gaming,UC8ROMjFL_QFuSHIg9GieLfg,ThamasM Play,16,3,0,1,0.024505351246022843,3.0491569545235342e-05,0,1,481,482,0.0,0.002074688796680498,0.9979253112033195
rpm_nHqtmRU,what’s your favorite aesthetic? 🫣 #outfit #outfitideas #style #fashion,2024-04-01 17:33:47+00:00,PT31S,31.0,20400623,1170912.0,8010.0,26,Howto & Style,UCGsOKlYVJbpt3BLsPdw7R_g,Ally Purugganan,17,0,0,1,0.057395894233230035,0.00039263506805650006,168,3,329,500,0.336,0.006,0.658
pPtSa4eN3vU,순두부 진짬뽕🍜10봉지 먹방🥰,2024-06-03 08:34:22+00:00,PT57S,57.0,20382852,644272.0,6630.0,24,Entertainment,UCPVENfTGbgD-CUuvrN7rRGQ,상해기SangHyuk,8,0,0,1,0.031608530543223295,0.0003252734210109557,41,2,457,500,0.082,0.004,0.914
CaCjbXBBd6M,시원한 음식 이모티콘 먹방 ASMR Cool food emoticon eating show,2024-07-25 10:00:12+00:00,PT48S,48.0,20380279,192179.0,361.0,1,Film & Animation,UCS8lZNFNGVHYXTZ-FjnLpgg,달하나 dalhana,10,3,0,1,0.009429655011101663,1.7713202061659706e-05,21,2,199,222,0.0945945945945946,0.009009009009009009,0.8963963963963963
Uy2mLbhNprM,Powerful Speedrunner VS Hunter in Minecraft,2024-04-01 11:00:20+00:00,PT13M35S,815.0,20330883,80783.0,1862.0,20,Gaming,UCJHBJ7F-nAIlMGolm0Hu4vg,Maizen,11,0,0,0,0.003973413255095709,9.158480721176744e-05,103,3,394,500,0.206,0.006,0.788
1SlspKgd0Pc,#fashion #ootd #outfitideas #outfit #style #aesthetic #dresses,2024-04-17 10:25:41+00:00,PT15S,15.0,20159128,953179.0,25167.0,26,Howto & Style,UCKZAKqyfKjBRqEhz41GTTsg,outfitti,10,2,0,1,0.04728274953162657,0.0012484170942314568,115,61,324,500,0.23,0.122,0.648
ngxSLZQUOds,Yama part -5 #prashucomedy #funny #telugucomedy #prashubaby #shorts,2024-01-14 12:35:25+00:00,PT1M,60.0,20048606,464652.0,421.0,24,Entertainment,UCL0pM5-vrLp3Oy9PXzpqXpA,prashu__baby,12,6,1,1,0.023176274699597568,2.099896621241397e-05,25,0,317,342,0.07309941520467836,0.0,0.9269005847953217
HVtZcoP19t8,알알이 뭉쳐서 패션후르츠비누😉#청담언니 #요리하는메이크업아티스트 #chengdamunni #비누만들기 #shorts,2024-02-02 04:45:04+00:00,PT42S,42.0,19891214,462440.0,985.0,22,People & Blogs,UCrCdZl27CS-SlBDpNDZZ-qw,화장하는청담언니,4,4,0,1,0.023248455323038604,4.951935060373892e-05,55,3,442,500,0.11,0.006,0.884
o8cOTMTJVFw,TV우먼 똥침!! ㅋ,2024-01-11 03:28:28+00:00,PT48S,48.0,19844363,313363.0,2004.0,20,Gaming,UCXKwn7RGh9ASaHERiSkQorg,[꿈토이] DreamToy TV,3,3,0,1,0.015791033453681533,0.0001009858567896586,11,2,487,500,0.022,0.004,0.974
DwshbV9tlPw,New easy trick for shoulder pleats setting|#drapingsaree #fashion,2024-06-13 09:08:39+00:00,PT1M,60.0,19691623,422290.0,870.0,26,Howto & Style,UCwSbwD0vMDNMsGiR22hVZQw,GLAMBEAUTYY'S,9,3,0,1,0.021445159700650373,4.4181223660436725e-05,198,1,301,500,0.396,0.002,0.602
mGsQdHZdIFU,Yuvraj Singh और Harbhajan Singh ने Salman को बताया एक मज़ेदार किस्सा | DKD | Entertaining Moments,2024-02-24 06:30:12+00:00,PT1M,60.0,19657961,802594.0,464.0,24,Entertainment,UCDtX2nB4LzwaPQGXCL-DZsg,Sony Pictures Entertainment India,6,5,1,1,0.040827937343043866,2.3603668763001412e-05,48,5,325,378,0.12698412698412698,0.013227513227513227,0.8597883597883598
ZOaRI_S3_Ls,What was your prom like?✨ IB: Argenby #fashion #promdressideas #formaldresses #promdresses #dress,2024-12-19 19:54:44+00:00,PT16S,16.0,19643320,924030.0,2855.0,22,People & Blogs,UCSrXAu7XWYJeo2RiU2HZkqg,Milivine,19,3,0,1,0.04704041882940358,0.00014534202975871697,66,18,416,500,0.132,0.036,0.832
oT-R-2YcqRQ,크리스마스선물 대량포장🥰 #청담언니 #요리하는메이크업아티스트 #shorts,2024-12-18 11:12:15+00:00,PT1M,60.0,19604446,387128.0,1888.0,22,People & Blogs,UCWUs7iRHBk3p0YQ85Ae7OXg,청담언니,11,2,0,1,0.01974694923794327,9.630468517192478e-05,97,0,403,500,0.194,0.0,0.806
mjJrR7FYSpM,빵떡이 단발했네...단발메이크업 3개 해줄까? #shorts,2024-08-31 04:35:30+00:00,PT15S,15.0,19424424,501235.0,13825.0,24,Entertainment,UCnFFOjljp1_sacTz7PfIIyg,LeoJ Makeup,4,5,1,1,0.02580436876789757,0.0007117328163759193,78,0,422,500,0.156,0.0,0.844
ykzdrOMf4pI,Simulasi Parasite di Minecraft,2024-10-12 10:01:04+00:00,PT3H20M1S,12001.0,19203978,251761.0,25915.0,20,Gaming,UCRTsD38mMGi7HnWFzlDUFYA,ItsSandwich,10,5,1,0,0.013109835889210037,0.001349459992091222,5,3,492,500,0.01,0.006,0.984
yVV1jSB3hpA,Skyblock Challenge In Minecraft!,2024-12-30 11:01:13+00:00,PT39M54S,2394.0,19193158,74307.0,3507.0,20,Gaming,UCJHBJ7F-nAIlMGolm0Hu4vg,Maizen,11,0,0,0,0.0038715358879450688,0.0001827213635192291,125,1,374,500,0.25,0.002,0.748
dAj6NMcWJQ8,From Boring to STUNNING in 5 Minutes with Cardigan Hacks!,2024-12-04 01:00:33+00:00,PT23S,23.0,19072481,202045.0,256.0,22,People & Blogs,UC5aSm23bsPwCdn35u5RgWDA,Fashion Hacks,1,2,0,1,0.010593535261615938,1.3422480274066075e-05,36,1,131,168,0.21428571428571427,0.005952380952380952,0.7797619047619048
67u9gNhpf2k,Ha-ha-ha Kerem Komiser vs Fakir 😂 #shorts,2024-10-12 08:00:06+00:00,PT11S,11.0,19040856,126254.0,2771.0,20,Gaming,UC2XbMXD6jSrixkpgs7vHFUA,Minecraft Parodileri,8,5,1,1,0.0066306892925402094,0.00014552917158766393,0,0,500,500,0.0,0.0,1.0
y1RMmL7DTjk,킨조젤리 이모티콘 먹방🍓 껍질도 먹어..?,2024-06-09 11:35:01+00:00,PT49S,49.0,18984689,274891.0,2659.0,24,Entertainment,UCOMhpJThG8Ma8yQpTpf-kGA,현오 HyunO,11,6,1,1,0.01447961565238177,0.0001400602348555723,27,4,469,500,0.054,0.008,0.938
bwcFlzndL8w,슬쩍 어필하는 삼성팬,2024-10-28 03:00:24+00:00,PT10S,10.0,18955949,296968.0,3141.0,17,Sports,UCa7CiJBKKG4q3hpBi0IB77w,크보짤 KBZ Baseball,3,0,0,1,0.015666216447406563,0.00016569996047151214,49,2,449,500,0.098,0.004,0.898
